title,cluster_label
Author of  critical race theory  ban says Texas schools can still teach about racism – The Gilmer Mirror,2
Researchers Did a Deep Dive Into Efforts to Restrict Critical Race Theory . Here What They Found . ,90
"DeSantis Clears up  Confusion  on School Curriculum :  No CRT , Sexualized Content , Transgender Ideology  ",43
Oklahoma Education Board Demotes Tulsa Schools Over  CRT  ,63
CRT : Critical Race Theory Panic Creator Moves to LGBTQ+ Attacks,19
Mom threatens Texas House meeting with  ambulance - chasing  lawsuits over CRT :  Yall are trippin  ,81
Burning Down The House : Teachers Willing To Hurt Kids Over Enforcing  Anti - CRT  Laws,15
Letter Recruiting CRT – Right - Wing ABCUSD Board Candidates Hits Cerritos Mailboxes,67
Furious mother threatens Texas House with flurry of lawsuits over CRT :  Yall are trippin ! ,69
Author of critical race theory ban says schools can teach racism,2
New UCLA School of Law project studies movement to undermine critical race theory teaching,59
Beto ORourke says parents shouldnt be afraid of critical race theory,77
A closer look at Marxist ideology and critical race theory,68
Beto ORourke :  We dont need  parents telling schools they cant teach critical race theory in classrooms,7
Critical race theory has Nazi roots,68
Columbia University Offers CRT Courses for Continuing Education Credit,32
Who Afraid of Critical Race Theory ? | History News Network,39
Woke math ? How critical race theory found its way into math curriculum,7
  This Is About Power  Critical Race Theory Trainer Tells Pennsylvania Educators,60
"Your Company DEI Training Isnt Critical Race Theory , No Need To Ban It",44
Conservative billionaires use oil money to sow fear of CRT and SEL to destroy Texas public schools,46
Sen . Bryan Hughes recognizes critical race theory - and other takeaways from Texa State Board of Education meeting,30
"Critical race theory was one of the hottest topics in Tennessee legislative session , but only one complaint made it to the state education chief",4
"Headlines : Norman turnpike expansion , Critical Race Theory & Remembering Clu Galager",71
No new teachers in Lisle in July sign pledge to teach Critical Race Theory,26
"Edmonds School Board approves 2022 - 23 budget , addresses rumors about critical race theory",12
"Georgia schools superintendent on testing , teacher pay , CRT , trans athletes and more",63
UCLA Launches Database To Track  Attacks On CRT  ,58
Allstate Foundation Funds Organizations that Push Critical Race Theory,96
Mead School Board director proposes banning critical race theory from district,42
Mead School Board meeting agenda introduces proposals regarding CRT and gender identities in schools,43
South Dakota Dept . of Education releases CRT findings in department,6
"Mead School Board to discuss critical race theory , gender identity policies Monday",12
Gov . Noem Releases Report from Department of Education on Critical Race Theory and Divisive Concepts – South Dakota War College,53
Number of teachers pledging to teach Critical Race Theory in Wheaton stagnates at 2 in July,5
Majority of testimony shows opposition to banning Critical Race Theory from Mead School District,2
Soros - Backed Group Plans to Entrench Critical Race Theory in Federal Govt . ,96
  Power And Privilege : South Dakota Education Department Discovers CRT Integrated Into Curriculum,1
No new teachers in Downers Grove in July sign pledge to teach Critical Race Theory,10
Number of teachers pledging to teach Critical Race Theory in Bartlett stagnates at 1 in July,5
"Mead School District to consider banning critical race theory , gender identity books",2
Parent Rights Group Fights Critical Race Theory with Anti - Union Campaign,47
No new teachers in Itasca in July sign pledge to teach Critical Race Theory,10
"Capitol Fax . com - Your Illinois News Radar » With 83 days to go until election day , Bailey messaging still focused on CRT and sex ed while ducking reporters",6
Texas state senator compares removing CRT from schools to  what happened in Nazi Germany  on MSNBC,52
Buffalo Public Schools proposed using COVID funds for critical race theory,11
Roland Gutierrez Compares Banning CRT to  Nazi Germany  ,9
Ruhle Smiles & Nods As Guest Compares Banning CRT Books to Nazi Germany,40
University Of Tennessee  Volunteer Students For Critical Race Theory,11
"Keep critical race theory out of classrooms , candidates say",7
"Teachers , students file lawsuit against Florida ban on critical race theory",55
"Ernst addresses CRT , IRS enforcement in town hall",28
ACLU Challenges Florida CRT Law as Ex - Prosecutor Sues DeSantis for Ouster,79
Bloomberg Scolds DeSantis for Protecting Florida Students From CRT,79
"Critical Race Theory Training Is Antithetical to Freedom , Says Whistleblower",96
University of Tennessee  Volunteer Students for Critical Race Theory,11
"Medtronic Recalls Cobalt XT , Cobalt and Crome ICDs and CRT - Ds for Risk that Devices May Issue a Short Circuit Alert and Deliver Reduced Energy Shock During High Voltage Therapy",80
FDA : Class I Recall of Cobalt and Crome ICDs and CRT - Ds Due to Reduced - Energy Shock,21
No new teachers in Glen Ellyn in July sign pledge to teach Critical Race Theory,26
"Ron Filipkowski tells us what the anti - CRT ,  Dont Say Gay , and mask mandate protests were all about",84
Countering disinformation about Critical Race Theory,0
"Conservatives want California schools to ban CRT , are LGBTQ rights next ? ",43
Grapevine - Colleyville to vote on pronoun usage and CRT ban,40
No new teachers in Wood Dale in July sign pledge to teach Critical Race Theory,10
CRT Still Being Pushed Under Guise of  Social Emotional Learning  Agenda | NewsRadio 740 KTRH,46
"Heated Texas school board meeting on policies related to CRT , gender identity drives hundreds to the mic",43
"Texas School District Bans CRT , Will Not Promote  Preferred Pronouns  ",63
Texas school district bans critical race theory,30
Number of teachers pledging to teach Critical Race Theory in Villa Park stagnates at 1 in July,5
"A Texas school district approved limits on books , critical race theory and gender identity",30
"Texas school board votes to limit discussion on  gender fluidity , nonbinary pronouns , critical race theory",30
Anti - CRT Group Crows About Flipping School Boards Conservative,27
"Texas School Board Approves Policy Requiring Educators To Use Student Gender At Birth , Removes CRT Books",43
Letter : Critical Race Theory in schools,11
"Mead School Board member who proposed bans on critical race theory , gender identity books says he  wasnt expecting that much controversy  ",2
No new teachers in Lombard in July sign pledge to teach Critical Race Theory,10
Forest Hills moves to dismiss lawsuit over anti - CRT resolution,81
"Grapevine - Colleyville ISD meeting focuses on CRT , books , gender",40
Horry County school board vote to ban critical race theory was cowardly and dangerous,42
"New multifamily housing tax credits in Spokane ; also , proposed bans on teaching college - level Critical Race Theory in Mead",85
Number of teachers pledging to teach Critical Race Theory in Woodridge stagnates at 1 in July,5
Opinion : How Student AP Courses Could Clash With Laws Targeting Critical Race Theory,16
"Texas school board passes policies aimed at trans youth , CRT",43
"Grapevine High School students walkout : CRT , books and pronouns",40
Biblioracle on Victor Ray book  On Critical Race Theory  ,71
  Find Another Job : Oklahoma Officials Respond To Teacher Quitting Over CRT Ban,63
What is Cardiac Resynchronization Therapy ( CRT )? ,80
Critical race theory can help us serve others,0
"Texas Conservatives Mobilize Against New Social Curriculum Adding Gender , LGBT and CRT Ideology",43
"Kentucky school district includes CRT ,  Whiteness Theory  teacher training",50
Can Catholics follow any part of Critical Race Theory ? ,76
Can Catholics Follow Any Part of Critical Race Theory ? ,76
Minnesota May Require Teaching of CRT . What Parents Should Know . ,1
Here what Arizona schools chief candidates say on critical race theory,60
"CRT Infects Military Academies , Medical Schools , Bill Jacobson Says",58
Coe College forum series dives into hot topics such as critical race theory to the U . S . Constitution,16
Third Option Shines Spotlight on Critical Race Theory,0
Kennewick School Board passes new CRT policy . Did they actually teach it ? ,1
Minnesota Proposes to Require Teachers to Use Critical Race Theory . Here What Parents Need to Know . ,29
Freddie Mac CRT program posts record performance,21
"MAGA Mom Wants Gandhi Banned Because Of CRT , Globalism",9
Q2 2022 Achieves Record Freddie Mac CRT Issuances,21
13 Important Points in the Campus & K - 12  Critical Race Theory  Debate,11
"Florida House to tackle controversial  CRT ,  dont say gay  bills today",3
"Central Florida 100 : Cruising , critical race theory and LGBTQ+ rights",55
Florida  critical race theory  debate lands at the State Board of Education today,55
Schools Board Considers Barring Critical Race Theory in Florida,55
Florida Board of Education considers barring critical race theory from being taught,55
Florida Board of Education meets in Jacksonville for vote surrounding critical race theory,55
Florida bans  critical race theory  from public school classrooms,55
Florida Rules Out Teaching Critical Race Theory,55
"Florida education board draws flak for banning  critical race theory , after state governor calls it a waste of  taxpayer dollar -- Society Child -- Sott . net",55
"DeSantis gets his way on  critical race theory  South Florida Dems vs . Rep . Omar Florida and CDC , Round 2 How DeSantis is changing the governor race ... in Idaho",48
"Parents , educators react to critical race theory being banned in K - 12 schools",2
How to keep critical race theory and other bummers out of school books,2
"Another day , more  critical race theory  debate in Florida",55
"Editorial :  Critical race theory  rule might backfire on DeSantis , conservatives",48
The Left Assault on  Racist  Math Continues : DeSantis Rejects CRT - Riddled Textbooks,36
Exclusive : Nikole Hannah - Jones Says Journalists Arent Covering CRT Backlash With  Proper Urgency  - Blavity,31
Critical Race Theory Training Mandated In Iowa School System,60
MAGA Branded  White Supremacy  In Leaked CRT Training For Iowa Teachers – Infinite Unknown,52
Eastern Iowa Area Education Agency Issues Apology For  Critical Race Theory  Document,75
"Church Pastor Bends a Knee , to CRT – The Word  Picnic  Is Racist",45
"New CRT laws have teachers scared , confused , and self - censoring",15
At the Races :  22 race theory,71
"VICTORY : New Conservative School Board Fires CRT - defending , Kid - masking Superintendent",63
Asian American students have a target on their backs thanks to critical race theory,7
Loudoun County teacher urges educators to oppose critical race theory : Youre teaching our future leaders,29
Virginia teacher urges educators to oppose critical race theory : Youre teaching our future leaders,83
Maoist Refugee Fears Critical Race Theory Threat to US,68
Unlawful assembly ? Arrests in Northern Virginia school board meeting after parents erupt over CRT,27
"2 arrested at Virginia school board meeting on critical race theory , transgender policy",12
